word,nnn
notapparently,13
notawhile,13
notbasic,13
notblack,13
notbooth,13
notbun,13
notcared,13
notcashier,13
notcertainly,13
notcharges,13
notcharging,13
notchecks,13
notcontainer,13
notcontrol,13
notdecor,13
notdeep,13
notdelicious,13
notentrees,13
notexpectations,13
notfixed,13
notforward,13
notgrab,13
notgreeting,13
notinconvenience,13
notinformation,13
notjoke,13
notmanage,13
notmcdonald,13
notnecessary,13
notnoodle,13
notovercooked,13
notparticularly,13
notpolicy,13
notreading,13
notrefused,13
notribs,13
notripped,13
notrunning,13
notscrew,13
notseveral,13
notsigns,13
notspent,13
notstate,13
notstick,13
notsticks,13
notsyrup,13
notten,13
nottequila,13
nottexture,13
notthemselves,13
nottreatment,13
nottv,13
notupon,13
notveggie,13
notw,13
notwanna,13
notwashed,13
notwasted,13
notwritten,13
notyoung,13
oblivious,13
okra,13
owns,13
paella,13
pains,13
peak,13
pointing,13
positives,13
professionalism,13
prosciutto,13
purple,13
q,13
rack,13
rain,13
rangoon,13
ratio,13
research,13
resembled,13
reserve,13
responsible,13
rich,13
robbed,13
sarcastic,13
seek,13
shaking,13
significantly,13
sincere,13
sip,13
sizzling,13
sleep,13
slight,13
smelly,13
snacks,13
snobby,13
sole,13
soupy,13
spotted,13
stares,13
steep,13
stephanie,13
stinks,13
stock,13
stringy,13
sums,13
sunny,13
supporting,13
swallow,13
swipe,13
tai,13
tartar,13
tattoo,13
teach,13
teenage,13
theres,13
throat,13
thus,13
tony,13
trips,13
villa,13
virtually,13
walmart,13
wedge,13
western,13
whites,13
worn,13
yard,13
yasu,13
alerted,12
amber,12
bake,12
bao,12
barros,12
basement,12
benny,12
bin,12
blind,12
blizzard,12
blocked,12
booze,12
brick,12
buddies,12
canada,12
cap,12
catfish,12
chilled,12
chops,12
chorizo,12
chunky,12
church,12
cities,12
colored,12
comfort,12
competition,12
completed,12
complex,12
conscious,12
copy,12
cor,12
cow,12
crackers,12
created,12
curds,12
dairy,12
dates,12
defensive,12
dirt,12
disagree,12
disappear,12
disgust,12
dishwasher,12
dismissive,12
district,12
doesnt,12
drain,12
draw,12
driven,12
duh,12
encourage,12
energy,12
equipment,12
explains,12
facing,12
falls,12
flavours,12
fluke,12
foodie,12
foul,12
funky,12
gambling,12
garnish,12
gigantic,12
goods,12
gooey,12
gosh,12
grits,12
grub,12
gum,12
gut,12
halibut,12
halo,12
happier,12
harsh,12
hh,12
hiding,12
impressions,12
invited,12
inviting,12
ipa,12
ipad,12
iron,12
jerks,12
joined,12
jus,12
kabob,12
kevin,12
killing,12
kilt,12
labor,12
lake,12
laughable,12
leadership,12
leads,12
letdown,12
lies,12
ma,12
maki,12
manhattan,12
mash,12
mcd,12
messages,12
metro,12
mississauga,12
mocha,12
moe,12
mojito,12
mug,12
necessary,12
nine,12
nonexistent,12
notact,12
notafternoon,12
notairport,12
notangry,12
notavoid,12
notawesome,12
notbasically,12
notblue,12
notbrand,12
notbroken,12
notcharlotte,12
notcleaning,12
notcleanliness,12
notcompare,12
notcompensation,12
notcomplained,12
notcomplaint,12
notcooks,12
notcrappy,12
notcups,12
notcuz,12
notdiners,12
notdriving,12
notdrop,12
notdropped,12
notearly,12
notentirely,12
notexplained,12
noteyes,12
notfool,12
notfork,12
notfruit,12
notgratuity,12
notguacamole,12
nothelping,12
nothung,12
noticing,12
notinedible,12
notkidding,12
notknowledge,12
notlamb,12
notlanguage,12
notliked,12
notmeet,12
notmember,12
notmessed,12
notoffering,12
notopening,12
notpackage,12
notparties,12
notpatronize,12
notplay,12
notprevious,12
notpreviously,12
notpricing,12
notratings,12
notreserved,12
notrespond,12
nots,12
notsalmon,12
notsausage,12
notsection,12
notself,12
notsoy,12
notstaying,12
notstrip,12
nottender,12
nottickets,12
nottiny,12
nottipped,12
nottoast,12
nottowards,12
nottrouble,12
nottuna,12
notuncomfortable,12
notwaitresses,12
notwash,12
notwelcoming,12
notwrapped,12
notyelling,12
occasionally,12
offerings,12
outta,12
pace,12
painfully,12
pale,12
passes,12
polenta,12
prevent,12
prompt,12
prove,12
puke,12
pulling,12
quicker,12
reads,12
record,12
redeem,12
referred,12
refusing,12
relax,12
reminiscent,12
restrooms,12
returns,12
reviewing,12
rid,12
roaches,12
romaine,12
root,12
sahara,12
sale,12
satay,12
scarborough,12
scraps,12
sells,12
sets,12
shack,12
shaped,12
shoot,12
sierra,12
significant,12
sky,12
slap,12
slide,12
slots,12
solely,12
spelled,12
squash,12
squished,12
stage,12
stays,12
stumbled,12
supreme,12
talks,12
tater,12
teaspoon,12
thomas,12
tso,12
ultimate,12
unavailable,12
understatement,12
university,12
vacant,12
vinaigrette,12
violation,12
visibly,12
voicemail,12
wandering,12
wide,12
wontons,12
yonge,12
ac,11
accused,11
acknowledgement,11
adds,11
adobo,11
ages,11
albeit,11
amateur,11
aspect,11
assistance,11
bagged,11
balsamic,11
barley,11
basis,11
blaring,11
blend,11
blender,11
bleu,11
boil,11
born,11
bouncers,11
bourbon,11
breaks,11
breath,11
brewery,11
brownie,11
brussel,11
buca,11
bust,11
calorie,11
cameras,11
candle,11
cantonese,11
carefully,11
cauliflower,11
cesar,11
chewed,11
chit,11
circle,11
clearing,11
cloth,11
clothes,11
colour,11
compensate,11
condition,11
confronted,11
content,11
cornbread,11
creative,11
daniel,11
dd,11
dealt,11
decaf,11
december,11
decides,11
dense,11
deserved,11
dick,11
didn,11
discounted,11
dispenser,11
dressings,11
eater,11
economy,11
effect,11
elisha,11
extended,11
fajita,11
fashion,11
fiesta,11
fillet,11
firstly,11
fixing,11
flirting,11
frequented,11
fresher,11
fricking,11
frites,11
giada,11
greatest,11
harbor,11
hilarious,11
hilton,11
ho,11
hookah,11
horse,11
hotdogs,11
hungover,11
hurts,11
ick,11
ie,11
incompetence,11
inconsiderate,11
inexcusable,11
involved,11
iphone,11
jalapenos,11
jeans,11
jenny,11
jon,11
jr,11
juices,11
jumping,11
junk,11
kinks,11
kiosk,11
laying,11
lee,11
liar,11
license,11
livid,11
loaf,11
loosely,11
mandalay,11
mandatory,11
manners,11
marinated,11
marked,11
matt,11
measly,11
messing,11
million,11
miracle,11
moist,11
moments,11
motion,11
nada,11
natural,11
neck,11
neighbourhood,11
notair,11
notapproached,11
notb,11
notbaby,11
notbartenders,11
notbed,11
notbeginning,11
notbehavior,11
notboard,11
notbreak,11
notbuffets,11
notbuilding,11
notchild,11
notcoke,11
notcommunication,11
notconsistent,11
notcorporate,11
notcoupons,11
notcourtesy,11
notdare,11
notdifficult,11
notdisrespect,11
notdowntown,11
notdrinking,11
notdump,11
noteast,11
noteasy,11
notentrance,11
notexaggerating,11
notfilling,11
notflag,11
notfour,11
notgiant,11
notgrade,11
notgrease,11
nothealthy,11
nothimself,11
nothonestly,11
notinformed,11
notknown,11
notmemorable,11
notmicrowave,11
notmilk,11
notmixed,11
notnobody,11
notolive,11
notopened,11
nototherwise,11
notoverall,11
notpark,11
notpicture,11
notpolite,11
notpositive,11
notpull,11
notramen,11
notrecommending,11
notresponded,11
notrooms,11
notrudely,11
notsafe,11
notseparate,11
nottap,11
notteriyaki,11
notthird,11
notthrown,11
nottortilla,11
nottouched,11
nottrash,11
nottypical,11
notutensils,11
notvegan,11
notwants,11
notwish,11
notwords,11
notworked,11
notworks,11
notyes,11
nyc,11
ol,11
oops,11
opposed,11
orleans,11
ounce,11
overcharge,11
packet,11
painful,11
palazzo,11
palm,11
pastas,11
pastries,11
patronize,11
pc,11
pet,11
plane,11
pleasure,11
plentiful,11
poker,11
port,11
program,11
purse,11
pushy,11
qdoba,11
ra,11
rancheros,11
realizing,11
recommending,11
rectify,11
reduction,11
refuses,11
related,11
retail,11
ricotta,11
rim,11
robert,11
roberto,11
romantic,11
sandwhich,11
satisfying,11
scampi,11
scheme,11
sensitive,11
series,11
shaker,11
shelf,11
shoes,11
shout,11
shuttle,11
silly,11
sisters,11
smashed,11
snarky,11
sneakers,11
sometime,11
song,11
speaks,11
spite,11
spoonful,11
stack,11
stain,11
steal,11
stored,11
stressful,11
struggle,11
student,11
substandard,11
substituted,11
suggestions,11
sundays,11
superior,11
surfaces,11
sweat,11
sweaty,11
symptoms,11
tablespoon,11
tastier,11
taxes,11
tgi,11
tilted,11
title,11
tl,11
todd,11
tradition,11
traveled,11
trio,11
tummy,11
unattended,11
unclean,11
union,11
unlimited,11
unsure,11
unwilling,11
valentines,11
verde,11
waved,11
wherever,11
yells,11
yuk,11
actions,10
advertisement,10
afford,10
ala,10
alive,10
almond,10
alternatives,10
ann,10
annoyance,10
answers,10
anxious,10
anybody,10
apathetic,10
art,10
au,10
backs,10
baja,10
barf,10
becoming,10
bins,10
blackened,10
bloor,10
bogo,10
bored,10
br,10
breaking,10
brothers,10
brutal,10
buyer,10
cabo,10
cali,10
caliber,10
casa,10
cases,10
chains,10
charm,10
charming,10
cheated,10
chic,10
chirashi,10
choke,10
clarify,10
competent,10
consumed,10
costumer,10
counters,10
countless,10
cowboy,10
crack,10
cupcake,10
darn,10
dear,10
decently,10
depending,10
descent,10
desperately,10
dig,10
dipped,10
directions,10
discussed,10
displayed,10
displeasure,10
drowning,10
dumpster,10
earn,10
eek,10
einstein,10
empanadas,10
enthusiastic,10
eric,10
evidently,10
executed,10
existence,10
expense,10
favour,10
fb,10
featured,10
fettuccine,10
figuring,10
file,10
filler,10
flabbergasted,10
flow,10
fluffy,10
flyer,10
foreign,10
fruits,10
gee,10
geez,10
gladly,10
glove,10
goo,10
greeter,10
grown,10
guilty,10
haired,10
hashbrowns,10
healthier,10
height,10
hills,10
hits,10
hollywood,10
horrified,10
horror,10
hub,10
huevos,10
hunt,10
icing,10
ids,10
ignores,10
immediate,10
importantly,10
impress,10
improved,10
india,10
indicates,10
jam,10
join,10
jumbo,10
katsu,10
lane,10
laughs,10
legal,10
link,10
loco,10
lovers,10
lunches,10
marginal,10
maria,10
marks,10
mass,10
mc,10
meantime,10
measure,10
medical,10
mediocore,10
mia,10
mildly,10
monte,10
moral,10
mortified,10
mothers,10
neglected,10
network,10
notaccount,10
notagainst,10
notagreed,10
notapp,10
notband,10
notbroth,10
notbuds,10
notchewy,10
notcity,10
notcocktail,10
notconsistency,10
notconvenient,10
notcorner,10
notcrunchy,10
notdark,10
notdelivering,10
notdeserves,10
notdisappointment,10
notearlier,10
notencourage,10
notenjoyed,10
notes,10
notf,10
notfamiliar,10
notfoods,10
notgarbage,10
nothang,10
nothappening,10
notheart,10
nothonest,10
notimportant,10
notindustry,10
notinterest,10
notintroduce,10
notkick,10
notkorean,10
notla,10
notletting,10
notlight,10
notlots,10
notmad,10
notmeant,10
notmustard,10
notowned,10
notpancakes,10
notpissed,10
notpopular,10
notpost,10
notpricey,10
notproceeded,10
notreach,10
notrecall,10
notsad,10
notsafety,10
notsake,10
notshare,10
notshowing,10
notshows,10
notslices,10
notsoap,10
notsoft,10
notsomehow,10
notsometimes,10
notsound,10
notspace,10
notspecific,10
notstraight,10
notsucked,10
notsugar,10
nottakeout,10
nottakes,10
notunprofessional,10
notupdate,10
notwashing,10
notwatched,10
notwaters,10
notwatery,10
notweird,10
notwet,10
notyork,10
occasional,10
opens,10
opt,10
ordeal,10
oregano,10
organized,10
ounces,10
overhaul,10
overpowering,10
patience,10
patronizing,10
pea,10
peach,10
pen,10
piled,10
po,10
poke,10
polish,10
popcorn,10
popeye,10
popped,10
poppers,10
potstickers,10
powered,10
purposely,10
questioning,10
raise,10
recall,10
receipts,10
reception,10
regards,10
reliable,10
relish,10
rethink,10
richard,10
river,10
robin,10
rose,10
routine,10
rye,10
saigon,10
sanitation,10
saut,10
scheduled,10
screens,10
separated,10
september,10
sever,10
shape,10
shirts,10
shoe,10
shorter,10
shorts,10
shoulders,10
shouted,10
sincerely,10
sips,10
slower,10
smokey,10
snatched,10
spaces,10
splitting,10
squeezed,10
stained,10
stellar,10
stolen,10
struggling,10
subject,10
successful,10
supplies,10
surf,10
surrounded,10
tabs,10
taker,10
tamales,10
test,10
thawed,10
themed,10
thinly,10
threatened,10
thrilled,10
til,10
tooth,10
torn,10
trashy,10
tremendously,10
trick,10
trivia,10
trout,10
unattentive,10
unreasonable,10
unwanted,10
unwelcoming,10
upcharge,10
venture,10
verdict,10
vs,10
wagyu,10
walnut,10
wandered,10
winter,10
wiping,10
wore,10
yellowtail,10
yelped,10
yo,10
yolk,10
ability,9
accident,9
acid,9
acidic,9
advertises,9
aisle,9
alarm,9
alert,9
alternate,9
appeal,9
arranged,9
assist,9
associate,9
atleast,9
atm,9
attract,9
attractive,9
aurora,9
avenue,9
banh,9
bargain,9
barrio,9
bear,9
begging,9
belgian,9
believed,9
billed,9
billing,9
blanco,9
blank,9
blu,9
bo,9
boat,9
books,9
brussels,9
bull,9
buttery,9
bww,9
caribbean,9
caring,9
carolina,9
carried,9
carryout,9
cast,9
castle,9
caucasian,9
caution,9
caviar,9
ceasar,9
chang,9
chaos,9
character,9
chemical,9
cigarettes,9
classes,9
clubs,9
coarse,9
colleague,9
coloring,9
commercials,9
comparison,9
compliment,9
connected,9
continuing,9
conversations,9
corral,9
cozy,9
cramped,9
crawfish,9
creamed,9
creek,9
crowds,9
cuban,9
cupcakes,9
cursing,9
daddy,9
dare,9
deals,9
decorations,9
definite,9
dente,9
dept,9
desire,9
destroyed,9
diamond,9
diced,9
died,9
disappoint,9
discussing,9
dislike,9
disrespected,9
dumping,9
dunkin,9
duties,9
easiest,9
eateries,9
equal,9
escorted,9
eternity,9
features,9
field,9
fifty,9
filth,9
fist,9
flash,9
flavoring,9
flops,9
focaccia,9
foo,9
formed,9
freakin,9
freshness,9
gamble,9
george,9
glowing,9
grandson,9
grille,9
guinness,9
gummy,9
hallway,9
hazard,9
hefe,9
hefty,9
hesitant,9
highway,9
hitting,9
honored,9
hotdog,9
hound,9
houses,9
hyped,9
ignorance,9
illegal,9
illness,9
incomplete,9
indoor,9
inept,9
inflated,9
intoxicated,9
introduce,9
invisible,9
irritating,9
itemized,9
jambalaya,9
jean,9
juan,9
judge,9
judgement,9
jungle,9
justify,9
labeled,9
lamps,9
landed,9
lasted,9
lbs,9
lengthy,9
lesser,9
listing,9
liter,9
lolo,9
lord,9
lunchtime,9
magic,9
maintenance,9
maitre,9
maker,9
managing,9
marrow,9
memorial,9
mimosa,9
minded,9
mirage,9
miscommunication,9
miserably,9
mission,9
mixing,9
mongolian,9
mop,9
morons,9
namesake,9
neighbors,9
nervous,9
newer,9
nightclub,9
nightmares,9
nora,9
notaccommodating,9
notadvantage,9
notalternative,9
notalthough,9
notambiance,9
notamerican,9
notappropriate,9
notassume,9
notbloody,9
notbottom,9
notbought,9
notbutton,9
notcalls,9
notchili,9
notchose,9
notcode,9
notcomments,9
notcommon,9
notcomped,9
notcomplicated,9
notcomplimentary,9
notcount,9
notcraving,9
notcrazy,9
notcurry,9
notcutting,9
notdead,9
notdebit,9
notdelay,9
notdesire,9
notdesk,9
notdiner,9
notdriver,9
notduck,9
notevent,9
notexcellent,9
notexcuses,9
notfall,9
notfamous,9
notfolks,9
notfuss,9
notgames,9
notgreatest,9
notground,9
nothandled,9
notheated,9
notherself,9
nothigher,9
nothuman,9
notknock,9
notlarger,9
notliking,9
notlocals,9
notloved,9
notmanner,9
notmcdonalds,9
notmiss,9
notmostly,9
notnames,9
notnecessarily,9
notoh,9
notorange,9
notourselves,9
notownership,9
notpan,9
notpanera,9
notparadise,9
notpassed,9
notpatron,9
notpeppers,9
notpersonal,9
notpictures,9
notpie,9
notpita,9
notpleased,9
notpour,9
notpoured,9
notpractice,9
notpulled,9
notregard,9
notregulars,9
notremoved,9
notreplacement,9
notroad,9
notshot,9
notshut,9
notsmiled,9
notspoon,9
notstock,9
notstood,9
notsupervisor,9
nottab,9
nottells,9
notthereof,9
notthroughout,9
notthrowing,9
nottoilet,9
nottough,9
nottrack,9
nottrained,9
nottruck,9
notundercooked,9
notunfortunately,9
notunpleasant,9
notusual,9
notvegetable,9
notvisited,9
notwall,9
notwarrant,9
notweeks,9
notwomen,9
notwonderful,9
notworthy,9
notyourself,9
november,9
overnight,9
overwhelmingly,9
owed,9
packaging,9
packing,9
paint,9
palatable,9
pampas,9
panang,9
parmigiana,9
peeled,9
perfection,9
performance,9
persian,9
peter,9
pics,9
pies,9
pio,9
pity,9
plating,9
player,9
ponzu,9
preferred,9
prepackaged,9
press,9
pretended,9
pro,9
produce,9
puff,9
punishment,9
punk,9
puzzled,9
quiche,9
reduced,9
refrigerated,9
regard,9
regretted,9
remarks,9
reminder,9
remodeled,9
removing,9
renovation,9
reported,9
requires,9
restrictions,9
roller,9
ruben,9
ruining,9
rusty,9
saag,9
salami,9
salsas,9
satisfy,9
saturated,9
sauerkraut,9
scattered,9
schedule,9
schnitzel,9
scramble,9
scrape,9
screamed,9
shocking,9
shore,9
shouting,9
sketchy,9
slathered,9
soba,9
socializing,9
sodium,9
sourdough,9
souvlaki,9
speaker,9
spelling,9
spiced,9
spider,9
staffing,9
string,9
success,9
sucker,9
sw,9
swore,9
tart,9
task,9
toilets,9
toro,9
torta,9
tossing,9
totaled,9
trapped,9
trucks,9
twelve,9
twitter,9
uber,9
udon,9
unclear,9
underwhelmed,9
unfinished,9
unremarkable,9
unsatisfying,9
upgraded,9
uptown,9
ve,9
vermicelli,9
visually,9
wisconsin,9
witch,9
wound,9
wrappers,9
accommodated,8
ad,8
adjacent,8
adjusted,8
aj,8
alley,8
altogether,8
ample,8
angus,8
anticipated,8
assholes,8
asu,8
attack,8
attempting,8
award,8
baba,8
bachi,8
bananas,8
bang,8
barrier,8
baseline,8
basketball,8
bb,8
beard,8
beats,8
beforehand,8
begins,8
belief,8
bench,8
blasting,8
blatant,8
blended,8
boards,8
bold,8
bout,8
bow,8
branch,8
brats,8
breakfasts,8
breasts,8
brief,8
buffett,8
bum,8
bumped,8
burgr,8
burning,8
buzzer,8
calmly,8
camelback,8
captain,8
catching,8
category,8
cave,8
celebrity,8
ceremony,8
chatted,8
cheeseburgers,8
chilis,8
chino,8
chosen,8
cobb,8
colorful,8
comedy,8
companions,8
comparing,8
compelled,8
competitor,8
cone,8
congratulations,8
considerate,8
contacting,8
contains,8
continuously,8
cora,8
corners,8
cosmopolitan,8
couscous,8
crabs,8
creating,8
credited,8
creole,8
critic,8
curb,8
dangerous,8
david,8
deck,8
deer,8
definately,8
definition,8
defrosted,8
demeanor,8
demerits,8
designated,8
devil,8
devoid,8
diego,8
direct,8
discounts,8
discrepancy,8
disgustingly,8
dishonest,8
disposable,8
disregard,8
distinct,8
dosa,8
dot,8
dq,8
drag,8
drama,8
drops,8
duce,8
dudes,8
dull,8
dun,8
em,8
encounter,8
ending,8
entertaining,8
es,8
esp,8
estimate,8
eww,8
ex,8
exaggerating,8
excess,8
excessive,8
excitement,8
exhausted,8
exists,8
exposed,8
facilities,8
favorites,8
feast,8
february,8
fil,8
filtered,8
flakes,8
flaming,8
flavourless,8
flipping,8
focused,8
foil,8
fooled,8
forbid,8
forgiving,8
foundation,8
francisco,8
friendlier,8
fuzzy,8
gag,8
gather,8
genius,8
gestured,8
giggling,8
glendale,8
grape,8
grapes,8
grimy,8
grossly,8
gyros,8
habit,8
hadnt,8
harold,8
harrah,8
hawaii,8
hip,8
hmmmm,8
hollandaise,8
hotter,8
hugely,8
hurried,8
immature,8
indicating,8
informing,8
insist,8
instance,8
interact,8
ironically,8
iv,8
jan,8
jeff,8
jim,8
joes,8
jokes,8
jones,8
joseph,8
keller,8
kiss,8
knives,8
korma,8
lactose,8
laundry,8
laura,8
lawrence,8
lean,8
legit,8
lids,8
lifeless,8
liking,8
links,8
lively,8
lone,8
luis,8
lump,8
maintain,8
mandarin,8
marketing,8
mediocrity,8
mentioning,8
mere,8
messes,8
method,8
mills,8
mimosas,8
minuscule,8
mobile,8
moderately,8
mole,8
moreover,8
national,8
nature,8
nausea,8
nauseous,8
neon,8
nevada,8
nevertheless,8
nicest,8
notabove,8
notacknowledgment,8
notaddressed,8
notadvance,8
notadvertise,8
notallergic,8
notallergy,8
notappreciated,8
notarizona,8
notavail,8
notbadly,8
notbakery,8
notbatter,8
notbelong,8
notbills,8
notbone,8
notbowls,8
notbuffalo,8
notcatch,8
notcenter,8
notchairs,8
notchipotle,8
notchocolate,8
notchop,8
notcilantro,8
notclients,8
notcompared,8
notcompensate,8
notconcept,8
notcondiments,8
notcontinue,8
notcontinued,8
notcountry,8
notcuisine,8
notcurrent,8
notd,8
notdidnt,8
notdipping,8
notdisrespected,8
notdoors,8
notdough,8
notdrivers,8
notenergy,8
notexceptional,8
notexperiences,8
notexpress,8
notfantastic,8
notfeed,8
notfigured,8
notfinding,8
notflavors,8
notfollowed,8
notfollowing,8
notforced,8
notgarden,8
notgenerous,8
notgives,8
notgourmet,8
notgreek,8
notgroupons,8
nothandling,8
nothearing,8
nothole,8
nothomemade,8
nothospitality,8
nothurt,8
notill,8
notimprove,8
notinspection,8
notinteresting,8
notkeeping,8
notkinda,8
notlearn,8
notlemon,8
notlie,8
notlime,8
notlimited,8
notlose,8
notluster,8
notmacaroni,8
notmeats,8
notmeeting,8
notmiles,8
notmother,8
notmushrooms,8
notn,8
notnoon,8
notny,8
notoccasion,8
notoffended,8
notoffice,8
notoven,8
notpenny,8
notperiod,8
notpersonally,8
notphoenix,8
notpink,8
notpizzas,8
notplacing,8
notpreparing,8
notpride,8
notprocess,8
notpurchased,8
notre,8
notreceiving,8
notrecognize,8
notrich,8
notring,8
notround,8
notschool,8
notshame,8
notsite,8
notsleep,8
notsliced,8
notsmoke,8
notspecifically,8
notstaffed,8
notsteaks,8
notstopping,8
notstrong,8
notstuck,8
notsubstitute,8
notsucks,8
notsuggested,8
notsummer,8
nottempura,8
notterm,8
nottipping,8
nottone,8
nottopping,8
notunacceptable,8
notunhappy,8
notwaitstaff,8
notwatching,8
notwelcomed,8
notwest,8
notyell,8
notyesterday,8
novelty,8
nuked,8
ocean,8
odor,8
offense,8
oj,8
operate,8
optimistic,8
outrageously,8
overflowing,8
overpowered,8
oversized,8
oxtail,8
palms,8
panko,8
papers,8
pasty,8
pcs,8
pennies,8
peoria,8
perch,8
perplexed,8
personable,8
pete,8
pinch,8
pitiful,8
plopped,8
policies,8
porterhouse,8
potatoe,8
potentially,8
pours,8
prison,8
prob,8
profit,8
prompted,8
proof,8
provides,8
pt,8
quail,8
quarters,8
radio,8
randomly,8
raving,8
reader,8
reappeared,8
recognition,8
recognize,8
redeemed,8
refer,8
rehearsal,8
relaxing,8
relleno,8
remembering,8
replacing,8
replies,8
require,8
rescue,8
respectful,8
responsibility,8
restaraunt,8
revolving,8
reward,8
robbery,8
rosemary,8
rotting,8
rounds,8
ryan,8
saddest,8
sampled,8
sauteed,8
screwing,8
searching,8
seasonal,8
sec,8
seed,8
seperate,8
sharp,8
shriveled,8
shu,8
signal,8
sinks,8
sizzler,8
skeptical,8
skins,8
slab,8
slipped,8
sliver,8
smokers,8
socks,8
songs,8
sorts,8
spa,8
speakers,8
speechless,8
spotty,8
squeeze,8
sriracha,8
stamp,8
steakhouses,8
steaming,8
stench,8
stepping,8
stickers,8
stools,8
strictly,8
substance,8
suffered,8
sweetened,8
tapped,8
tatum,8
teeny,8
tempted,8
tex,8
thicker,8
thigh,8
thousands,8
tim,8
trek,8
trend,8
tzatziki,8
uhh,8
uncalled,8
uncaring,8
underdone,8
unedible,8
uniform,8
united,8
unknown,8
unpalatable,8
untouched,8
upside,8
urban,8
usa,8
valid,8
varieties,8
vehicle,8
verify,8
views,8
visa,8
visitors,8
waving,8
web,8
wedges,8
werent,8
whilst,8
whim,8
whip,8
whopping,8
woo,8
wth,8
yams,8
youre,8
abruptly,7
accent,7
accompanying,7
adjustment,7
affordable,7
aftertaste,7
ahwatukee,7
amazingly,7
amy,7
andrew,7
anti,7
anticipating,7
appropriately,7
ashley,7
asia,7
asians,7
assed,7
assortment,7
authenticity,7
authority,7
auto,7
aweful,7
ba,7
bacchanal,7
bacteria,7
baffled,7
baklava,7
basics,7
bath,7
battery,7
bearable,7
becomes,7
benches,7
bent,7
beppo,7
berry,7
biggie,7
biltmore,7
biz,7
bj,7
blackjack,7
blanket,7
blowing,7
blues,7
bob,7
bojangles,7
bombs,7
boom,7
boulder,7
brampton,7
breads,7
brewing,7
brownies,7
bucket,7
buried,7
burrata,7
busiest,7
bussing,7
busted,7
buttons,7
butts,7
caf,7
capable,7
caps,7
caroline,7
cartel,7
caters,7
cellar,7
chalet,7
char,7
cheerful,7
chill,7
cider,7
citrus,7
ck,7
clark,7
clothing,7
clowns,7
coats,7
cob,7
coin,7
colors,7
compliments,7
concerning,7
concierge,7
concrete,7
conditioning,7
cones,7
confrontational,7
consideration,7
consists,7
core,7
correcting,7
correction,7
cr,7
cravings,7
crinkle,7
crossed,7
custom,7
dancers,7
dash,7
debated,7
deeply,7
defiantly,7
delightful,7
delivers,7
deluxe,7
deposit,7
desirable,7
destination,7
determined,7
dew,7
dignity,7
dimly,7
dips,7
disappearing,7
disclaimer,7
dismay,7
dispensers,7
displeased,7
dissapointing,7
distasteful,7
doctor,7
dollop,7
domino,7
dos,7
douche,7
dramatically,7
drastically,7
drew,7
drug,7
dryer,7
ducks,7
dug,7
ears,7
eaters,7
eddie,7
eggsmart,7
eglinton,7
ehh,7
eleven,7
encouraged,7
enjoys,7
errands,7
etiquette,7
evident,7
exorbitant,7
exotic,7
extensive,7
feathers,7
feature,7
feelings,7
fest,7
fi,7
fiancee,7
fieri,7
filibertos,7
flaky,7
flew,7
flimsy,7
follows,7
forgetful,7
fran,7
franchises,7
freak,7
frick,7
frying,7
fuming,7
fundido,7
fuss,7
gaming,7
gathered,7
gathering,7
giftcard,7
gimmick,7
gin,7
ginza,7
glanced,7
glaze,7
glorified,7
gorgonzola,7
grande,7
grandmother,7
grass,7
grave,7
grilling,7
gristly,7
grow,7
grubhub,7
guaranteed,7
gun,7
hakka,7
handmade,7
hangout,7
havent,7
heaven,7
hires,7
hoagie,7
hotpot,7
humid,7
hunan,7
ideal,7
improvements,7
inability,7
inconvenient,7
increase,7
indonesian,7
inspections,7
intention,7
international,7
intimate,7
irvine,7
jake,7
jamon,7
jane,7
jaw,7
jc,7
jose,7
jt,7
judging,7
junior,7
kabuki,7
kim,7
knocking,7
knowledgeable,7
lago,7
lava,7
leader,7
leading,7
leaking,7
length,7
letter,7
lifetime,7
lighter,7
lightly,7
lined,7
linguine,7
lips,7
lists,7
livingsocial,7
lmao,7
loses,7
lumpy,7
lux,7
maid,7
males,7
markham,7
mask,7
mate,7
meager,7
meetings,7
merely,7
mg,7
minds,7
miniscule,7
mm,7
mochi,7
mon,7
mondays,7
monitor,7
monkey,7
monks,7
mopping,7
moroccan,7
motel,7
moves,7
naked,7
nazi,7
newly,7
noone,7
nori,7
northern,7
nosh,7
notagree,7
notapparent,7
notappeared,7
notappetite,7
notasshole,7
notbars,7
notbecome,7
notbelow,7
notbeverages,7
notbitter,7
notbooths,7
notbroccoli,7
notbunch,7
notbuying,7
notcant,7
notcaught,7
notchanges,7
notchoke,7
notcleared,7
notcloses,7
notcolor,7
notconfirmed,7
notconstantly,7
notdecide,7
notdescribed,7
notdesserts,7
notdetail,7
notdiet,7
notdirections,7
notdisappoint,7
notdisrespectful,7
notdogs,7
notdress,7
notel,7
notestablishments,7
notetc,7
noteverywhere,7
notfed,7
notfell,7
notfingers,7
notfire,7
notflat,7
notfrequent,7
notfreshly,7
notgirlfriend,7
nothanging,7
nothappens,7
notheavy,7
notheld,7
nothi,7
nothire,7
noticeably,7
notignore,7
notim,7
notincorrect,7
notinform,7
notintention,7
notjerk,7
notjuicy,7
notlaid,7
notlaugh,7
notleaves,7
notleftover,7
notlegs,7
notlistening,7
notlit,7
notlived,7
notloyal,7
notmanaged,7
notmembers,7
notmet,7
notmile,7
notmissed,7
